,product_name,product_url,category,status,star_ratings
700,Summer Internship Gift,https://yoshops.com/products/summer-internship-gift,Accessories,Reviewd,4.6
701,Zebronics External TV Tuner Card TL1010,https://yoshops.com/products/zebronics-external-tv-tuner-card-tl1010,Accessories,Reviewd,4.9
702,Refer and Earn Rs.2000 and Get Free Partnership Gift,https://yoshops.com/products/refer-and-earn-rs-2000-and-get-free-partnership-gift,Accessories,Reviewd,5.0
703,Zebronics ZEB-U740 UPS 600VA,https://yoshops.com/products/zebronics-zeb-u740-ups-600va,Accessories,Reviewd,5.0
704,Dell KB216 Multimedia USB Wired Keyboard,https://yoshops.com/products/dell-kb216-multimedia-usb-wired-keyboard,Accessories,Reviewd,5.0
705,Zebion Gamepad,https://yoshops.com/products/zebion-gamepad,Accessories,Reviewd,5.0
706,Hot Wheels Car 5 Gift Pack,https://yoshops.com/products/hot-wheels-car-5-gift-pack,Accessories,Reviewd,5.0
707,Sony MDR-G45LP On-Ear Street Wired Headphone,https://yoshops.com/products/sony-mdr-g45lp-on-ear-street-wired-headphone,Accessories,Reviewd,5.0
708,"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com",https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com,Accessories,Reviewd,5.0
709,HX-715 Flying Helicopter With Remote Control Toy,https://yoshops.com/products/flying-helicopter-with-remote-control,Accessories,Reviewd,5.0
710,Zebronics Radiant Multimedia Gaming Keyboard,https://yoshops.com/products/zebronics-radiant-multimedia-gaming-keyboard,Accessories,Reviewd,5.0
711,QUECHUA Ultra-Compact Backpack10-Litre - Black,https://yoshops.com/products/quechua-ultra-compact-backpack10-litre-black,Accessories,Reviewd,5.0
712,QUECHUA Mini Laptop Bag 10 Liter- Red/Black,https://yoshops.com/products/quechua-laptop-bag,Accessories,Reviewd,5.0
713,Mobile Spare Parts,https://yoshops.com/products/mobile-spare-part,Accessories,Reviewd,5.0
714,Zebronics ZEB-16A 16 inch (39.6 cm) LED Monitor Full HD,https://yoshops.com/products/zebronics-zeb-16a-16-inch-396-cm-led-monitor-full-hd,Accessories,Reviewd,5.0
715,SAMSUNG Travel Adapter White Battery Charger,https://yoshops.com/products/samsung-travel-adapter-white-battery-charger,Accessories,Reviewd,5.0
716,Samsung Universal Mobile Charger USB Power Wall Adapter,https://yoshops.com/products/samsung-universal-mobile-charger-usb-power-wall-adapter,Accessories,Reviewd,5.0
717,QUECHUA Ultra Compact Travel 10 Litre Backpack (Blue),https://yoshops.com/products/quechua-ultra-compact-travel-10-litre-backpack-blue,Accessories,Reviewd,5.0
724,Y0-100 Wireless Mouse,https://yoshops.com/products/y0-100-wireless-mouse,Accessories,Reviewd,5.0
727,Nova NHC-3791 Electric Hair Trimmer (Black),https://yoshops.com/products/nova-nhc-3017-electric-hair-clipper,Accessories,Reviewd,4.7
748,Yo145 OTG Cable,https://yoshops.com/products/yo145-otg-cable,Accessories,Reviewd,4.2
752,Zebronics Ride Wireless Optical Mouse,https://yoshops.com/products/zebronics-wireless-optical-mouse,Accessories,Reviewd,5.0
754,Logitech MK220 Wireless Keyboard and Mouse Combo,https://yoshops.com/products/logitech-mk220-wireless-keyboard-and-mouse-combo,Accessories,Reviewd,5.0
759,Mini Mushroom Portable Bluetooth Mobile/Tablet Speaker,https://yoshops.com/products/mini-mushroom-portable-bluetooth-mobiletablet-speaker,Accessories,Reviewd,4.5
785,A-031 Portable Wireless Bluetooth Speaker,https://yoshops.com/products/a-031-portable-wireless-bluetooth-speaker,Accessories,Reviewd,5.0
801,"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,Accessories,Reviewd,5.0
820,QUECHUA Ultra-Compact Backpack10-Litre - Black,https://yoshops.com/products/quechua-ultra-compact-backpack10-litre-black,Bags,Reviewd,5.0
821,QUECHUA Mini Laptop Bag 10 Liter- Red/Black,https://yoshops.com/products/quechua-laptop-bag,Bags,Reviewd,5.0
822,QUECHUA Ultra Compact Travel 10 Litre Backpack (Blue),https://yoshops.com/products/quechua-ultra-compact-travel-10-litre-backpack-blue,Bags,Reviewd,5.0
837,Mobile Spare Parts,https://yoshops.com/products/mobile-spare-part,SpareParts,Reviewd,5.0
838,SAMSUNG Travel Adapter White Battery Charger,https://yoshops.com/products/samsung-travel-adapter-white-battery-charger,SpareParts,Reviewd,5.0
839,Samsung Universal Mobile Charger USB Power Wall Adapter,https://yoshops.com/products/samsung-universal-mobile-charger-usb-power-wall-adapter,SpareParts,Reviewd,5.0
846,Yo145 OTG Cable,https://yoshops.com/products/yo145-otg-cable,SpareParts,Reviewd,4.2
852,A-031 Portable Wireless Bluetooth Speaker,https://yoshops.com/products/a-031-portable-wireless-bluetooth-speaker,SpareParts,Reviewd,5.0
853,"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,SpareParts,Reviewd,5.0
859,Mobile Spare Parts,https://yoshops.com/products/mobile-spare-part,Auto spare parts,Reviewd,5.0
862,Mobile Spare Parts,https://yoshops.com/products/mobile-spare-part,Mobile Spare Parts,Reviewd,5.0
867,A-031 Portable Wireless Bluetooth Speaker,https://yoshops.com/products/a-031-portable-wireless-bluetooth-speaker,Mobile Spare Parts,Reviewd,5.0
868,"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,Mobile Spare Parts,Reviewd,5.0
874,Mobile Spare Parts,https://yoshops.com/products/mobile-spare-part,Laptop spare parts,Reviewd,5.0
878,A-031 Portable Wireless Bluetooth Speaker,https://yoshops.com/products/a-031-portable-wireless-bluetooth-speaker,Laptop spare parts,Reviewd,5.0
879,HX-715 Flying Helicopter With Remote Control Toy,https://yoshops.com/products/flying-helicopter-with-remote-control,More,Reviewd,5.0
880,Mobile Spare Parts,https://yoshops.com/products/mobile-spare-part,More,Reviewd,5.0
886,"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,More,Reviewd,5.0
892,MitSonic 20 Inches (53 cm) FULL HD Gorilla Glass LED TV,https://yoshops.com/products/mitsonic-mt2001-53cm-20-full-hd-led-television,Electronics,Reviewd,5.0
893,QUECHUA Mini Laptop Bag 10 Liter- Red/Black,https://yoshops.com/products/quechua-laptop-bag,Electronics,Reviewd,5.0
894,MitSonic 16 inches (40cm) FULL HD Gorilla Glass LED TV,https://yoshops.com/products/mitsonic-16-inches-40cm-led-tv,Electronics,Reviewd,5.0
897,Nova NHC-3791 Electric Hair Trimmer (Black),https://yoshops.com/products/nova-nhc-3017-electric-hair-clipper,Electronics,Reviewd,4.7
904,Yo145 OTG Cable,https://yoshops.com/products/yo145-otg-cable,Electronics,Reviewd,4.2
915,"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,Electronics,Reviewd,5.0
921,MitSonic 20 Inches (53 cm) FULL HD Gorilla Glass LED TV,https://yoshops.com/products/mitsonic-mt2001-53cm-20-full-hd-led-television,Led TV,Reviewd,5.0
922,MitSonic 16 inches (40cm) FULL HD Gorilla Glass LED TV,https://yoshops.com/products/mitsonic-16-inches-40cm-led-tv,Led TV,Reviewd,5.0
930,QUECHUA Mini Laptop Bag 10 Liter- Red/Black,https://yoshops.com/products/quechua-laptop-bag,Others,Reviewd,5.0
931,Nova NHC-3791 Electric Hair Trimmer (Black),https://yoshops.com/products/nova-nhc-3017-electric-hair-clipper,Others,Reviewd,4.7
938,"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,Others,Reviewd,5.0
944,MitSonic 20 Inches (53 cm) FULL HD Gorilla Glass LED TV,https://yoshops.com/products/mitsonic-mt2001-53cm-20-full-hd-led-television,Home & Kitchen,Reviewd,5.0
945,MitSonic 16 inches (40cm) FULL HD Gorilla Glass LED TV,https://yoshops.com/products/mitsonic-16-inches-40cm-led-tv,Home & Kitchen,Reviewd,5.0
947,Preethi Zodiac MG 218 750-Watt Mixer Grinder with 5 Jars Black,https://yoshops.com/products/preethi-zodiac-mg-218-750-watt-mixer-grinder-with-5-jars-black,Home & Kitchen,Reviewd,5.0
950,PREETHI GALAXY 750 WATTS MIXER GRINDER (PINK),https://yoshops.com/products/preethi-galaxy-750-watts-mixer-grinder-pink,Home & Kitchen,Reviewd,5.0
952,"Ozomax Sleek Travel Iron (Purple,Red)",https://yoshops.com/products/ozomax-sleek-travel-iron,Home & Kitchen,Reviewd,4.5
954,Preethi Crown Mixer Grinder 500 Watts,https://yoshops.com/products/preethi-crown-mixer-grinder-500-watts,Home & Kitchen,Reviewd,5.0
975,"Ozomax Sleek Travel Iron (Purple,Red)",https://yoshops.com/products/ozomax-sleek-travel-iron,Irons,Reviewd,4.5
978,Preethi Zodiac MG 218 750-Watt Mixer Grinder with 5 Jars Black,https://yoshops.com/products/preethi-zodiac-mg-218-750-watt-mixer-grinder-with-5-jars-black,Mixer Grinder Juicer,Reviewd,5.0
979,PREETHI GALAXY 750 WATTS MIXER GRINDER (PINK),https://yoshops.com/products/preethi-galaxy-750-watts-mixer-grinder-pink,Mixer Grinder Juicer,Reviewd,5.0
980,Preethi Crown Mixer Grinder 500 Watts,https://yoshops.com/products/preethi-crown-mixer-grinder-500-watts,Mixer Grinder Juicer,Reviewd,5.0
988,QUECHUA Mini Laptop Bag 10 Liter- Red/Black,https://yoshops.com/products/quechua-laptop-bag,Fashion,Reviewd,5.0
990,Nova NHC-3791 Electric Hair Trimmer (Black),https://yoshops.com/products/nova-nhc-3017-electric-hair-clipper,Fashion,Reviewd,4.7
1025,Men Sports Shoes Runners Lightweight (White-Blue),https://yoshops.com/products/men-sports-shoes-runners-lightweight-white-blue,Fashion,Reviewd,5.0
1026,Casual Leather Sneakers for Men (Red+Blue),https://yoshops.com/products/casual-leather-sneakers-for-men-red-blue1,Fashion,Reviewd,5.0
1027,Casual Sneakers Leather for Men (White+Black),https://yoshops.com/products/casual-sneakers-leather-for-men-white-black,Fashion,Reviewd,5.0
1028,Red Top Genuine Leather Shoes for Men (Brown),https://yoshops.com/products/red-top-genuine-leather-shoes-for-men-brown,Fashion,Reviewd,5.0
1029,Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1,Fashion,Reviewd,5.0
1030,Olifair Super Combo Pack(Olifair Night Cream and Day Cream),https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream,Fashion,Reviewd,5.0
1031,OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm,Fashion,Reviewd,5.0
1032,OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1,Fashion,Reviewd,5.0
1033,Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1,Fashion,Reviewd,5.0
1034,Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm,Fashion,Reviewd,5.0
1035,Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm,Fashion,Reviewd,5.0
1036,Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm,Fashion,Reviewd,5.0
1037,"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)",https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm,Fashion,Reviewd,5.0
1038,OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1,Fashion,Reviewd,5.0
1039,OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm,Fashion,Reviewd,5.0
1040,OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm,Fashion,Reviewd,5.0
1041,OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm,Fashion,Reviewd,5.0
1042,OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm,Fashion,Reviewd,5.0
1043,Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml,Fashion,Reviewd,5.0
1044,Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml,Fashion,Reviewd,5.0
1047,Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap,Fashion,Reviewd,5.0
1051,Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap,Fashion,Reviewd,5.0
1056,OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap),https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap,Fashion,Reviewd,5.0
1057,QUECHUA Mini Laptop Bag 10 Liter- Red/Black,https://yoshops.com/products/quechua-laptop-bag,Men,Reviewd,5.0
1078,Men Sports Shoes Runners Lightweight (White-Blue),https://yoshops.com/products/men-sports-shoes-runners-lightweight-white-blue,Men,Reviewd,5.0
1079,Casual Leather Sneakers for Men (Red+Blue),https://yoshops.com/products/casual-leather-sneakers-for-men-red-blue1,Men,Reviewd,5.0
1080,Casual Sneakers Leather for Men (White+Black),https://yoshops.com/products/casual-sneakers-leather-for-men-white-black,Men,Reviewd,5.0
1081,Red Top Genuine Leather Shoes for Men (Brown),https://yoshops.com/products/red-top-genuine-leather-shoes-for-men-brown,Men,Reviewd,5.0
1097,Men Sports Shoes Runners Lightweight (White-Blue),https://yoshops.com/products/men-sports-shoes-runners-lightweight-white-blue,Men's Footwear,Reviewd,5.0
1098,Casual Leather Sneakers for Men (Red+Blue),https://yoshops.com/products/casual-leather-sneakers-for-men-red-blue1,Men's Footwear,Reviewd,5.0
1099,Casual Sneakers Leather for Men (White+Black),https://yoshops.com/products/casual-sneakers-leather-for-men-white-black,Men's Footwear,Reviewd,5.0
1100,Red Top Genuine Leather Shoes for Men (Brown),https://yoshops.com/products/red-top-genuine-leather-shoes-for-men-brown,Men's Footwear,Reviewd,5.0
1102,Nova NHC-3791 Electric Hair Trimmer (Black),https://yoshops.com/products/nova-nhc-3017-electric-hair-clipper,Womens,Reviewd,4.7
1117,Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1,Womens,Reviewd,5.0
1118,Olifair Super Combo Pack(Olifair Night Cream and Day Cream),https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream,Womens,Reviewd,5.0
1119,OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm,Womens,Reviewd,5.0
1120,OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1,Womens,Reviewd,5.0
1121,Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1,Womens,Reviewd,5.0
1122,Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm,Womens,Reviewd,5.0
1123,Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm,Womens,Reviewd,5.0
1124,Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm,Womens,Reviewd,5.0
1125,"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)",https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm,Womens,Reviewd,5.0
1126,OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1,Womens,Reviewd,5.0
1127,OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm,Womens,Reviewd,5.0
1128,OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm,Womens,Reviewd,5.0
1129,OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm,Womens,Reviewd,5.0
1130,OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm,Womens,Reviewd,5.0
1131,Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml,Womens,Reviewd,5.0
1132,Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml,Womens,Reviewd,5.0
1135,Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap,Womens,Reviewd,5.0
1139,Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap,Womens,Reviewd,5.0
1144,OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap),https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap,Womens,Reviewd,5.0
1157,Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1,Face Makeup,Reviewd,5.0
1158,Olifair Super Combo Pack(Olifair Night Cream and Day Cream),https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream,Face Makeup,Reviewd,5.0
1159,OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm,Face Makeup,Reviewd,5.0
1160,OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1,Face Makeup,Reviewd,5.0
1161,Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1,Face Makeup,Reviewd,5.0
1162,Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm,Face Makeup,Reviewd,5.0
1163,Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm,Face Makeup,Reviewd,5.0
1164,Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm,Face Makeup,Reviewd,5.0
1165,"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)",https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm,Face Makeup,Reviewd,5.0
1166,OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1,Face Makeup,Reviewd,5.0
1167,OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm,Face Makeup,Reviewd,5.0
1168,OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm,Face Makeup,Reviewd,5.0
1169,OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm,Face Makeup,Reviewd,5.0
1170,OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm,Face Makeup,Reviewd,5.0
1171,Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml,Face Makeup,Reviewd,5.0
1172,Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml,Face Makeup,Reviewd,5.0
1175,Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap,Face Makeup,Reviewd,5.0
1179,Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap,Face Makeup,Reviewd,5.0
1184,OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap),https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap,Face Makeup,Reviewd,5.0
1186,Nova NHC-3791 Electric Hair Trimmer (Black),https://yoshops.com/products/nova-nhc-3017-electric-hair-clipper,Personal Care,Reviewd,4.7
1191,Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1,Personal Care,Reviewd,5.0
1192,Olifair Super Combo Pack(Olifair Night Cream and Day Cream),https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream,Personal Care,Reviewd,5.0
1193,OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm,Personal Care,Reviewd,5.0
1194,OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1,Personal Care,Reviewd,5.0
1195,Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1,Personal Care,Reviewd,5.0
1196,Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm,Personal Care,Reviewd,5.0
1197,Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm,Personal Care,Reviewd,5.0
1198,Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm,Personal Care,Reviewd,5.0
1199,"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)",https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm,Personal Care,Reviewd,5.0
1200,OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1,Personal Care,Reviewd,5.0
1201,OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm,Personal Care,Reviewd,5.0
1202,OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm,Personal Care,Reviewd,5.0
1203,OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm,Personal Care,Reviewd,5.0
1204,OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm,Personal Care,Reviewd,5.0
1205,Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml,Personal Care,Reviewd,5.0
1206,Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml,Personal Care,Reviewd,5.0
1209,Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap,Personal Care,Reviewd,5.0
